Source,Target,Label
3189885294,4329928102,mentioned
3189885294,2751501216,mentioned
3189885294,1008688766062661632,mentioned
95316081,216259394,mentioned
95316081,1226458368,mentioned
95316081,2558684772,mentioned
95316081,1202483490,mentioned
95316081,95316081,mentioned
95316081,747741731836280832,mentioned
95316081,2465797107,mentioned
229045433,229045433,mentioned
705687017,2839591813,mentioned
705687017,203132018,mentioned
362642209,612473,mentioned
362642209,116798290,mentioned
1647573157,278030604,mentioned
113062227,1443221061189971973,mentioned
113062227,14342564,mentioned
113062227,11348282,mentioned
113062227,1599799508,mentioned
123231225,234374703,mentioned
42210513,1195025771368239106,mentioned
42210513,17463923,mentioned
42210513,16544818,mentioned
42210513,44330473,mentioned
74447139,5120691,mentioned
523433085,66312892,mentioned
140137815,343267635,mentioned
140137815,57341938,mentioned
140137815,34733652,mentioned
40001204,14159148,mentioned
40001204,38146999,mentioned
40001204,19649135,mentioned
1083463086105874433,65051142,mentioned
1083463086105874433,1134059457191776257,mentioned
1175946629804740608,190402471,mentioned
140137815,140137815,mentioned
140137815,192942213,mentioned
811192656,3196494064,mentioned
811192656,274025365,mentioned
38146999,113062227,mentioned
1445119592,870629200348274688,mentioned
1445119592,2477489533,mentioned
408068123,8731312,mentioned
408068123,15463610,mentioned
2769994652,1051881386355949570,quoted
2769994652,32372834,mentioned
2769994652,1051881386355949570,mentioned
2187906247,816592081200279552,quoted
716576919328841728,1467609360,mentioned
926309671773683712,48702842,mentioned
926309671773683712,1087723402226487297,mentioned
926309671773683712,906971212370386944,mentioned
926309671773683712,1148442735734677504,mentioned
926309671773683712,59195104,mentioned
926309671773683712,1402192935056195586,mentioned
926309671773683712,1008688766062661632,mentioned
926309671773683712,113721008,mentioned
408068123,8731312,mentioned
408068123,45885508,mentioned
408068123,15463610,mentioned
408068123,2590407811,mentioned
703949121745350657,905916913858916353,mentioned
113062227,2242373666,mentioned
811192656,576388016,mentioned
811192656,117414115,mentioned
809310522,276713213,mentioned
1310449270789726208,2187350806,mentioned
1195025771368239106,1399477867,mentioned
456808166,11347122,mentioned
3300453568,5402612,quoted
113062227,3346529644,mentioned
885275791461711873,1345668378594258944,mentioned
885275791461711873,36683668,mentioned
885275791461711873,2152297017,mentioned
885275791461711873,1037050409318273024,mentioned
192942213,2821132277,mentioned
926309671773683712,1006419421244678144,mentioned
926309671773683712,1134059457191776257,mentioned
926309671773683712,1019974187975430144,mentioned
926309671773683712,189376144,mentioned
926309671773683712,1071817859414806528,mentioned
926309671773683712,17463923,mentioned
926309671773683712,1072187272815149057,mentioned
926309671773683712,1087723402226487297,mentioned
926309671773683712,4329928102,mentioned
926309671773683712,1008688766062661632,mentioned
926309671773683712,25234999,mentioned
40001204,40001204,mentioned
40001204,74447139,mentioned
40001204,17463923,mentioned
40001204,1596123433,mentioned
1370512346,1265810389,mentioned
1370512346,1233819640628822017,mentioned
817976607398731776,355989081,mentioned
15461733,11348282,mentioned
811192656,260853848,mentioned
811192656,234550882,mentioned
809310522,260853848,mentioned
755923763829497856,1006419421244678144,mentioned
755923763829497856,1339266131161313281,mentioned
883636277534277632,1006419421244678144,mentioned
883636277534277632,1134059457191776257,mentioned
883636277534277632,906971212370386944,mentioned
883636277534277632,1087723402226487297,mentioned
883636277534277632,1103641840316645376,mentioned
883636277534277632,1053768884732547072,mentioned
883636277534277632,1317125122042388485,mentioned
883636277534277632,1068337838,mentioned
883636277534277632,917397799972605953,mentioned
883636277534277632,1183279797654511616,mentioned
883636277534277632,1019974187975430144,mentioned
883636277534277632,25234999,mentioned
555031989,555031989,mentioned
555031989,85995990,mentioned
555031989,48008938,mentioned
555031989,1053425605,mentioned
716576919328841728,3346529644,mentioned
113062227,19282280,mentioned
825920479055671296,4135644558,quoted
825920479055671296,1441467623598788613,mentioned
1731554581,14159148,quoted
288392028,16343974,mentioned
288392028,22677004,mentioned
288392028,288955950,mentioned
288392028,50069007,mentioned
1450826022828584966,1006419421244678144,mentioned
3045789534,80811754,mentioned
3045789534,1314384834546921472,mentioned
3045789534,3045789534,mentioned
78637132,37982492,mentioned
40001204,20596281,mentioned
40001204,40001204,mentioned
40001204,144993330,mentioned
2187906247,260478229,quoted
2187906247,260478229,mentioned
189868631,14499829,quoted
189868631,14499829,mentioned
